car_name,car_year,car_price,car_color,car_fuel,car_origin,car_license,car_gear,car_glass,car_motor_power,car_speedometer,car_number_of_passengers,car_driver_system_type,car_payment_method,car_previous_owners,car_sunroof,car_magnesium_rims
هونداي فيرنا,2004,27500,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,,4+1,دفع أمامي,نقدا فقط,,,
الفا روميو جوليتا,2021,195000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,6800,4+1,دفع خلفي,نقدا فقط,0,1,1
هوندا CR-V,2006,44000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,,نقدا فقط,2,1,1
اوبل كورسا,2017,58000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,124000,4+1,دفع أمامي,نقدا فقط,يد ثالثة,,1
سكودا اوكتافيا,2017,92000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200,4+1,دفع أمامي,نقدا فقط,٣,1,1
سكودا رابيد,2015,60000,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1234,4+1,,إمكانية التقسيط,2,,1
ستروين C3,2014,47000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,,,إمكانية التقسيط,2,,1
فولكسفاجن جولف,2004,33000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,75000,4+1,,نقدا فقط,١٠,1,1
بيجو بارتنر,2017,75000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,185000,4+1,دفع أمامي,إمكانية التقسيط,0,,
سيت ارونا,2021,119000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,140,4+1,دفع أمامي,نقدا فقط,0,,1
فولكسفاجن جولف,2003,34000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,4+1,دفع أمامي,نقدا فقط,,,1
كيا سيراتو,2013,63000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,109000,4+1,دفع أمامي,نقدا فقط,يد ثالثة,1,1
فولكسفاجن بولو,2004,30000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,230000,,,نقدا فقط,3,,
سكودا اوكتافيا,2008,44000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,2888,4+1,دفع أمامي,نقدا فقط,٤,,
سكودا اوكتافيا,2008,48000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,100000,,دفع أمامي,نقدا فقط,4,,1
بيجو بارتنر,2017,65000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,,إمكانية التقسيط,اولى,,1
فولكسفاجن توران,2010,40000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,7000000,6+1,دفع أمامي,إمكانية التقسيط,1,,1
اوبل استرا,2013,35000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,110.00,,دفع أمامي,نقدا فقط,4,,1
كيا سيراتو,2017,75000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,119000,4+1,,نقدا فقط,يد ثانيه,,1
فولكسفاجن GTI,2019,153000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,12000,4+1,دفع أمامي,نقدا فقط,0,1,1
سيت ارونا,2021,115000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,20000,4+1,دفع أمامي,إمكانية التقسيط,صفر,,1
فورد فيستا,2012,30000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,10000,4+1,دفع أمامي,نقدا فقط,3,,
مرسيدس C220,2009,90000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,180000,4+1,دفع خلفي,نقدا فقط,يد ثانية,1,1
نيسان كشكاي,2014,95000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,دفع أمامي,إمكانية التقسيط,يد اولا,1,
سكودا اوكتافيا,2020,160000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,25000,4+1,دفع أمامي,إمكانية التقسيط,0,,1
سكودا سوبيرب,2018,119000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,110,4+1,دفع أمامي,نقدا فقط,0,,1
كيا سورينتو,2018,185000,أبيض عاجي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2200,60479,6+1,دفع أمامي,إمكانية التقسيط,اولى,1,1
كيا سورينتو,2018,179000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,52000,6+1,دفع رباعي 4x4,نقدا فقط,1,1,1
هونداي اكسنت,2017,66000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,170000,4+1,دفع أمامي,نقدا فقط,1,,1
فولكسفاجن بولو,2017,62000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,95000,4+1,,نقدا فقط,2,,1
سكودا اوكتافيا,2002,26500,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,00000,4+1,دفع أمامي,نقدا فقط,٥,,1
شاحنة مان,2008,12345,أبيض,ديزل,تجاري,فلسطينية,اوتوماتيك,الكتروني,240,12345,4+1,دفع رباعي 4x4,نقدا فقط,12345,,
فولكسفاجن كادي,2018,117000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,55000,6+1,دفع أمامي,نقدا فقط,يد اولى,,
اوبل زافيرا,2004,30000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,6+1,,إمكانية التقسيط,,,
سكودا كودياك,2019,205000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,,,إمكانية التقسيط,,1,1
مرسيدس 1713,1996,28000,أبيض,ديزل,تجاري,فلسطينية,عادي,يدوي,6000,34578898,2+1,,إمكانية التقسيط,5,,
هونداي توسان,2014,78000,خمري,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,118000,4+1,دفع رباعي 4x4,نقدا فقط,يد ثانيه,,1
فورد ترانزيت,2002,50000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,1233456,7+1,دفع خلفي,إمكانية التقسيط,2,,
هونداي كليك,2003,26500,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,4+1,دفع أمامي,نقدا فقط,,,1
مرسيدس 220,1996,22000,أسود,ديزل,عمومي,فلسطينية,عادي,الكتروني,2200,,4+1,دفع خلفي,إمكانية التقسيط,,,1
هوندا CR-V,2007,55000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,161000,4+1,دفع خلفي,نقدا فقط,يد اولى / استيراد,,1
اوبل كورسا,2019,62000,فيراني,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,55000,4+1,دفع أمامي,نقدا فقط,يد اولى,,1
سكودا اوكتافيا,2018,117000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,17000,4+1,دفع أمامي,إمكانية التقسيط,,,1
ستروين C1,2014,45000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,130,,دفع أمامي,نقدا فقط,يد اولى,1,1
هونداي اكسنت,2007,36000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1400,190,4+1,دفع أمامي,نقدا فقط,4,,
دراجة نارية Sym jet 14,2018,6500,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,125,0000,1+1,دفع خلفي,نقدا فقط,1,,
فولكسفاجن بورا,2005,25000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,0000,,دفع أمامي,نقدا فقط,,,1
اوبل كاديت,1983,6000,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,,4+1,دفع أمامي,نقدا فقط,,,
دايو لانوس,1998,22000,كحلي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1500,,4+1,دفع أمامي,إمكانية التقسيط,4,,
هونداي H1,2002,13000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,0000000000,7+1,دفع خلفي,نقدا فقط,2,,
نيسان ميكرا,2018,39500,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,145000,4+1,دفع أمامي,نقدا فقط,2,,
هونداي توسان,2017,113000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,103000,4+1,,نقدا فقط,3,1,1
هونداي توسان,2017,114000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,105,4+1,دفع أمامي,نقدا فقط,2,,1
فولكسفاجن كادي,2019,115000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,95000,6+1,دفع أمامي,نقدا فقط,0,,
هونداي اكسنت,2013,51000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,99300,,,نقدا فقط,٣,,
هونداي i30,2012,53000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,132,4+1,دفع أمامي,نقدا فقط,,1,1
هونداي افانتي,2005,36000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,000,4+1,دفع أمامي,نقدا فقط,,,1
فولكسفاجن باسات,2015,103000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,240000,4+1,دفع أمامي,نقدا فقط,,,1
بيجو 5008,2011,40000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,110665,6+1,,نقدا فقط,يد رابعة,1,1
كيا برايد,2014,55000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,800000,4+1,دفع أمامي,نقدا فقط,2,,1
سانغ يونغ كيرون,2006,35000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,4+1,دفع رباعي 4x4,نقدا فقط,,1,1
هونداي افانتي,2005,3300,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,4+1,دفع أمامي,نقدا فقط,,,1
سكودا  رمش,2012,61000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,100000,4+1,,نقدا فقط,يد اولى,,1
اوبل استرا,2006,32000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,دفع أمامي,إمكانية التقسيط,1,,1
سكودا سكالا,2020,120000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,45000,4+1,دفع أمامي,نقدا فقط,0,,1
سكودا اوكتافيا,2014,77000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,170000,4+1,دفع أمامي,نقدا فقط,يد أولى,,1
بيجو 306,1999,12000,أبيض,ديزل,عمومي,فلسطينية,عادي,يدوي,1900,,4+1,,إمكانية التقسيط,,,1
هونداي اكسنت,2016,59500,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,,دفع أمامي,نقدا فقط,يد اولى,,1
سكودا سوبيرب,2014,95000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,167500,4+1,,نقدا فقط,يد اولي,,1
كيا اوبتيما,2014,68000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,218000,4+1,دفع أمامي,نقدا فقط,0,1,1
بي ام دبليو 520,2014,130000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,18000,4+1,دفع أمامي,نقدا فقط,يد اولى,1,1
كيا اوبتيما,2019,1111,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,0000,,دفع أمامي,نقدا فقط,يد ثانية,1,1
فولكسفاجن بولو,2004,32000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,4+1,,نقدا فقط,,,1
كيا سبورتاج,2019,137000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,25000,4+1,دفع رباعي 4x4,نقدا فقط,غير منمر,,1
سكودا citigo,2021,195000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,44000,4+1,دفع أمامي,نقدا فقط,0,,1
فولكسفاجن جولف,2002,35000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2400,,4+1,دفع أمامي,نقدا فقط,,1,1
هونداي سانتافيه,2002,17000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,00000,6+1,,نقدا فقط,3,,1
ستروين بيرلينجو,2015,62000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,,نقدا فقط,3,,1
هونداي توسان,2015,84000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000,4+1,دفع رباعي 4x4,نقدا فقط,يد أولى,,1
فولكسفاجن بورا,2002,34000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,,دفع أمامي,إمكانية التقسيط,3,1,1
مرسيدس 416,2003,60000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2000,,2+1,,إمكانية التقسيط,4,,
اوبل كورسا,2007,33000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,105000,4+1,دفع أمامي,إمكانية التقسيط,٤,,1
فيات بونتو,2002,21000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,4+1,دفع أمامي,نقدا فقط,,,1
دراجة نارية سيم جت 4,2021,11000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,125,3000,1+1,دفع خلفي,نقدا فقط,0,,
هونداي فيرنا,2006,38000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,130,4+1,دفع أمامي,نقدا فقط,3,,1
سكودا اوكتافيا,2015,75000,بني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,,نقدا فقط,يد اولى,,1
سكودا اوكتافيا,2018,113000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,170000,4+1,دفع أمامي,نقدا فقط,يد اولى,1,1
فولكسفاجن باسات,1998,30000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,0000,4+1,دفع أمامي,نقدا فقط,,1,1
سيت ليون,2020,135000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,,4+1,,نقدا فقط,,1,1
سكودا اوكتافيا,2008,53000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,140000,4+1,دفع أمامي,نقدا فقط,٤,,1
كيا ريو,2014,53000,أحمر,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,112000,,,نقدا فقط,3,1,1
هونداي سانتافيه,2020,188000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,9300,6+1,دفع أمامي,إمكانية التقسيط,0,,1
كيا سيراتو,2009,40000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,120000,4+1,,إمكانية التقسيط,2,,1
بيجو بارتنر,2011,52000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,,نقدا فقط,,,
سيت ابيزا,2019,87000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,56000,4+1,,نقدا فقط,2,,1
سكودا رومستر,2011,50000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,4+1,دفع أمامي,إمكانية التقسيط,,,
سكودا اوكتافيا,2010,58000,أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,39000,4+1,دفع أمامي,نقدا فقط,يد ثانيه,,1
